codigo_municipio,nome_municipio,uf,rede,ano,ideb,id_estado
1200013,Acrelândia,AC,Pública,2005,2.8,12
1200054,Assis Brasil,AC,Estadual,2005,2.5,12
1200054,Assis Brasil,AC,Municipal,2005,2.4,12
1200054,Assis Brasil,AC,Pública,2005,2.6,12
1200104,Brasiléia,AC,Estadual,2005,3.3,12
1200104,Brasiléia,AC,Municipal,2005,3.3,12
1200104,Brasiléia,AC,Pública,2005,3.2,12
1200609,Tarauacá,AC,Municipal,2005,2.3,12
1200138,Bujari,AC,Estadual,2005,,12
1200138,Bujari,AC,Municipal,2005,2.6,12
1200138,Bujari,AC,Pública,2005,2.6,12
1200179,Capixaba,AC,Estadual,2005,3.3,12
1200179,Capixaba,AC,Municipal,2005,2.7,12
1200179,Capixaba,AC,Pública,2005,2.8,12
1200203,Cruzeiro do Sul,AC,Estadual,2005,3.4,12
1200203,Cruzeiro do Sul,AC,Municipal,2005,3.5,12
1200203,Cruzeiro do Sul,AC,Pública,2005,3.5,12
1200252,Epitaciolândia,AC,Estadual,2005,3.7,12
1200252,Epitaciolândia,AC,Municipal,2005,3.2,12
1200252,Epitaciolândia,AC,Pública,2005,3.3,12
1200302,Feijó,AC,Estadual,2005,3.2,12
1200302,Feijó,AC,Municipal,2005,2.3,12
1200302,Feijó,AC,Pública,2005,2.7,12
1200328,Jordão,AC,Estadual,2005,1.8,12
1200328,Jordão,AC,Municipal,2005,1.9,12
1200328,Jordão,AC,Pública,2005,1.9,12
1200336,Mâncio Lima,AC,Estadual,2005,2.6,12
1200336,Mâncio Lima,AC,Municipal,2005,2.3,12
1200336,Mâncio Lima,AC,Pública,2005,2.5,12
1200344,Manoel Urbano,AC,Estadual,2005,2.3,12
1200344,Manoel Urbano,AC,Municipal,2005,1.7,12
1200344,Manoel Urbano,AC,Pública,2005,1.9,12
1200351,Marechal Thaumaturgo,AC,Municipal,2005,2.1,12
1200351,Marechal Thaumaturgo,AC,Pública,2005,2.2,12
1200385,Plácido de Castro,AC,Estadual,2005,3.0,12
1200385,Plácido de Castro,AC,Municipal,2005,2.6,12
1200385,Plácido de Castro,AC,Pública,2005,2.8,12
1200807,Porto Acre,AC,Pública,2005,3.1,12
1200807,Porto Acre,AC,Municipal,2005,,12
1200807,Porto Acre,AC,Estadual,2005,3.2,12
1200393,Porto Walter,AC,Municipal,2005,2.2,12
1200708,Xapuri,AC,Pública,2005,3.0,12
1200708,Xapuri,AC,Municipal,2005,2.8,12
1200708,Xapuri,AC,Estadual,2005,3.1,12
1200609,Tarauacá,AC,Pública,2005,2.8,12
1200013,Acrelândia,AC,Estadual,2005,3.0,12
1200609,Tarauacá,AC,Estadual,2005,3.3,12
1200013,Acrelândia,AC,Municipal,2005,2.8,12
1200500,Sena Madureira,AC,Pública,2005,2.7,12
1200500,Sena Madureira,AC,Municipal,2005,2.5,12
1200500,Sena Madureira,AC,Estadual,2005,2.8,12
1200450,Senador Guiomard,AC,Pública,2005,3.2,12
1200450,Senador Guiomard,AC,Municipal,2005,2.7,12
1200450,Senador Guiomard,AC,Estadual,2005,3.6,12
1200435,Santa Rosa do Purus,AC,Pública,2005,2.1,12
1200435,Santa Rosa do Purus,AC,Municipal,2005,2.0,12
1200427,Rodrigues Alves,AC,Pública,2005,2.5,12
1200427,Rodrigues Alves,AC,Municipal,2005,2.6,12
1200427,Rodrigues Alves,AC,Estadual,2005,2.4,12
1200393,Porto Walter,AC,Estadual,2005,,12
1200401,Rio Branco,AC,Pública,2005,3.9,12
1200401,Rio Branco,AC,Municipal,2005,4.1,12
1200401,Rio Branco,AC,Estadual,2005,3.8,12
1200401,Rio Branco,AC,Federal,2005,,12
1200393,Porto Walter,AC,Pública,2005,2.1,12
2707206,Poço das Trincheiras,AL,Pública,2005,2.1,27
2707206,Poço das Trincheiras,AL,Municipal,2005,1.9,27
2707206,Poço das Trincheiras,AL,Estadual,2005,2.4,27
2707107,Piranhas,AL,Pública,2005,2.7,27
2707107,Piranhas,AL,Municipal,2005,2.5,27
2707107,Piranhas,AL,Estadual,2005,2.7,27
2707008,Pindoba,AL,Pública,2005,2.0,27
2707008,Pindoba,AL,Municipal,2005,2.1,27
2706901,Pilar,AL,Pública,2005,2.5,27
2706901,Pilar,AL,Municipal,2005,2.5,27
2706802,Piaçabuçu,AL,Pública,2005,2.6,27
2706802,Piaçabuçu,AL,Municipal,2005,2.6,27
2706802,Piaçabuçu,AL,Estadual,2005,2.3,27
2706703,Penedo,AL,Pública,2005,3.1,27
2706703,Penedo,AL,Municipal,2005,3.0,27
2706703,Penedo,AL,Estadual,2005,3.2,27
2706604,Paulo Jacinto,AL,Pública,2005,2.2,27
2706604,Paulo Jacinto,AL,Municipal,2005,2.3,27
2706604,Paulo Jacinto,AL,Estadual,2005,1.9,27
2706505,Passo de Camaragibe,AL,Pública,2005,2.1,27
2706505,Passo de Camaragibe,AL,Municipal,2005,2.0,27
2706505,Passo de Camaragibe,AL,Estadual,2005,2.1,27
2706448,Paripueira,AL,Pública,2005,2.0,27
2706448,Paripueira,AL,Municipal,2005,1.8,27
2706448,Paripueira,AL,Estadual,2005,3.3,27
2706422,Pariconha,AL,Pública,2005,2.6,27
2706422,Pariconha,AL,Municipal,2005,2.5,27
2706422,Pariconha,AL,Estadual,2005,2.6,27
2706406,Pão de Açúcar,AL,Pública,2005,2.3,27
2706406,Pão de Açúcar,AL,Municipal,2005,2.3,27
2706307,Palmeira dos Índios,AL,Municipal,2005,2.9,27
2706307,Palmeira dos Índios,AL,Estadual,2005,2.8,27
2706208,Palestina,AL,Pública,2005,2.5,27
2706208,Palestina,AL,Municipal,2005,2.6,27
2706208,Palestina,AL,Estadual,2005,,27
2706109,Ouro Branco,AL,Pública,2005,2.2,27
2706109,Ouro Branco,AL,Municipal,2005,2.2,27
2706109,Ouro Branco,AL,Estadual,2005,,27
2706000,Olivença,AL,Pública,2005,2.3,27
2706000,Olivença,AL,Municipal,2005,2.3,27
2706000,Olivença,AL,Estadual,2005,2.8,27
2705903,Olho d'Água Grande,AL,Pública,2005,1.9,27
2705903,Olho d'Água Grande,AL,Municipal,2005,2.0,27
2705903,Olho d'Água Grande,AL,Estadual,2005,1.0,27
2705804,Olho d'Água do Casado,AL,Pública,2005,2.0,27
2705804,Olho d'Água do Casado,AL,Municipal,2005,2.1,27
2705804,Olho d'Água do Casado,AL,Estadual,2005,1.8,27
2705705,Olho d'Água das Flores,AL,Pública,2005,2.1,27
2705705,Olho d'Água das Flores,AL,Municipal,2005,2.1,27
2705705,Olho d'Água das Flores,AL,Estadual,2005,2.1,27
2705606,Novo Lino,AL,Pública,2005,1.9,27
2705606,Novo Lino,AL,Municipal,2005,1.9,27
2705606,Novo Lino,AL,Estadual,2005,,27
2705507,Murici,AL,Pública,2005,2.2,27
2705507,Murici,AL,Municipal,2005,2.3,27
2705507,Murici,AL,Estadual,2005,2.1,27
2705408,Monteirópolis,AL,Pública,2005,2.2,27
2705408,Monteirópolis,AL,Municipal,2005,2.3,27
2705408,Monteirópolis,AL,Estadual,2005,,27
2705309,Minador do Negrão,AL,Pública,2005,,27
2705309,Minador do Negrão,AL,Municipal,2005,,27
2705309,Minador do Negrão,AL,Estadual,2005,,27
2705200,Messias,AL,Pública,2005,3.2,27
2705200,Messias,AL,Municipal,2005,3.2,27
2705101,Matriz de Camaragibe,AL,Pública,2005,2.4,27
2705101,Matriz de Camaragibe,AL,Municipal,2005,2.2,27
2705101,Matriz de Camaragibe,AL,Estadual,2005,3.4,27
2705002,Mata Grande,AL,Pública,2005,2.4,27
2705002,Mata Grande,AL,Municipal,2005,2.3,27
2705002,Mata Grande,AL,Estadual,2005,2.9,27
2704906,Mar Vermelho,AL,Pública,2005,2.7,27
2704906,Mar Vermelho,AL,Municipal,2005,2.7,27
2704807,Maribondo,AL,Pública,2005,2.0,27
2704807,Maribondo,AL,Municipal,2005,2.0,27
2704708,Marechal Deodoro,AL,Pública,2005,2.7,27
2704708,Marechal Deodoro,AL,Municipal,2005,2.7,27
2704609,Maravilha,AL,Pública,2005,2.2,27
2704609,Maravilha,AL,Municipal,2005,2.2,27
2704609,Maravilha,AL,Estadual,2005,,27
2706307,Palmeira dos Índios,AL,Pública,2005,2.8,27
2709400,Viçosa,AL,Pública,2005,2.5,27
2709400,Viçosa,AL,Municipal,2005,2.5,27
2709400,Viçosa,AL,Estadual,2005,2.6,27
2709301,União dos Palmares,AL,Pública,2005,2.6,27
2709301,União dos Palmares,AL,Municipal,2005,2.4,27
2709301,União dos Palmares,AL,Estadual,2005,3.6,27
2709202,Traipu,AL,Pública,2005,2.9,27
2709202,Traipu,AL,Municipal,2005,2.8,27
2709202,Traipu,AL,Estadual,2005,2.9,27
2709152,Teotônio Vilela,AL,Pública,2005,2.6,27
2709152,Teotônio Vilela,AL,Municipal,2005,2.6,27
2709103,Taquarana,AL,Pública,2005,3.0,27
2709103,Taquarana,AL,Municipal,2005,3.0,27
2709004,Tanque d'Arca,AL,Pública,2005,2.5,27
2709004,Tanque d'Arca,AL,Municipal,2005,2.3,27
2709004,Tanque d'Arca,AL,Estadual,2005,2.8,27
2708956,Senador Rui Palmeira,AL,Pública,2005,2.3,27
2708956,Senador Rui Palmeira,AL,Municipal,2005,2.3,27
2708956,Senador Rui Palmeira,AL,Estadual,2005,,27
2708907,Satuba,AL,Pública,2005,2.4,27
2708907,Satuba,AL,Municipal,2005,2.4,27
2708907,Satuba,AL,Estadual,2005,2.7,27
2708808,São Sebastião,AL,Pública,2005,2.5,27
2708808,São Sebastião,AL,Municipal,2005,2.4,27
2708709,São Miguel dos Milagres,AL,Pública,2005,2.4,27
2708709,São Miguel dos Milagres,AL,Municipal,2005,2.4,27
2708600,São Miguel dos Campos,AL,Pública,2005,2.7,27
2708600,São Miguel dos Campos,AL,Municipal,2005,2.7,27
2708501,São Luís do Quitunde,AL,Pública,2005,2.0,27
2708501,São Luís do Quitunde,AL,Municipal,2005,2.0,27
2708501,São Luís do Quitunde,AL,Estadual,2005,2.4,27
2708402,São José da Tapera,AL,Pública,2005,1.9,27
2708402,São José da Tapera,AL,Municipal,2005,1.9,27
2708402,São José da Tapera,AL,Estadual,2005,1.8,27
2708303,São José da Laje,AL,Pública,2005,3.0,27
2708303,São José da Laje,AL,Municipal,2005,3.0,27
2708204,São Brás,AL,Pública,2005,2.5,27
2708204,São Brás,AL,Municipal,2005,2.5,27
2708204,São Brás,AL,Estadual,2005,,27
2708105,Santana do Mundaú,AL,Pública,2005,2.7,27
2708105,Santana do Mundaú,AL,Municipal,2005,,27
2708105,Santana do Mundaú,AL,Estadual,2005,3.2,27
2708006,Santana do Ipanema,AL,Pública,2005,2.1,27
2708006,Santana do Ipanema,AL,Municipal,2005,2.1,27
2708006,Santana do Ipanema,AL,Estadual,2005,2.2,27
2707909,Santa Luzia do Norte,AL,Pública,2005,2.2,27
2707909,Santa Luzia do Norte,AL,Municipal,2005,2.2,27
2707800,Roteiro,AL,Pública,2005,2.8,27
2707800,Roteiro,AL,Municipal,2005,2.8,27
2707701,Rio Largo,AL,Pública,2005,3.0,27
2707701,Rio Largo,AL,Municipal,2005,3.0,27
2707701,Rio Largo,AL,Estadual,2005,3.2,27
2707602,Quebrangulo,AL,Pública,2005,,27
2707602,Quebrangulo,AL,Municipal,2005,,27
2707602,Quebrangulo,AL,Estadual,2005,,27
2707503,Porto Real do Colégio,AL,Pública,2005,2.7,27
2707503,Porto Real do Colégio,AL,Municipal,2005,2.6,27
2707503,Porto Real do Colégio,AL,Estadual,2005,,27
2707404,Porto de Pedras,AL,Pública,2005,1.7,27
2707404,Porto de Pedras,AL,Municipal,2005,1.5,27
2707404,Porto de Pedras,AL,Estadual,2005,2.1,27
2707305,Porto Calvo,AL,Pública,2005,2.4,27
2707305,Porto Calvo,AL,Municipal,2005,2.2,27
2707305,Porto Calvo,AL,Estadual,2005,3.3,27
2704500,Maragogi,AL,Pública,2005,2.2,27
2704500,Maragogi,AL,Municipal,2005,2.2,27
2704401,Major Isidoro,AL,Pública,2005,2.2,27
2704401,Major Isidoro,AL,Municipal,2005,2.1,27
2704401,Major Isidoro,AL,Estadual,2005,2.9,27
2704302,Maceió,AL,Pública,2005,3.1,27
2704302,Maceió,AL,Municipal,2005,3.1,27
2704302,Maceió,AL,Estadual,2005,3.2,27
2704203,Limoeiro de Anadia,AL,Pública,2005,2.5,27
2704203,Limoeiro de Anadia,AL,Municipal,2005,2.6,27
2704203,Limoeiro de Anadia,AL,Estadual,2005,2.9,27
2704104,Lagoa da Canoa,AL,Pública,2005,2.1,27
2704104,Lagoa da Canoa,AL,Municipal,2005,2.2,27
2704104,Lagoa da Canoa,AL,Estadual,2005,2.3,27
2704005,Junqueiro,AL,Pública,2005,2.8,27
2704005,Junqueiro,AL,Municipal,2005,2.7,27
2704005,Junqueiro,AL,Estadual,2005,4.6,27
2703908,Jundiá,AL,Pública,2005,2.0,27
2703908,Jundiá,AL,Municipal,2005,2.0,27
2703809,Joaquim Gomes,AL,Pública,2005,2.5,27
2703809,Joaquim Gomes,AL,Municipal,2005,2.5,27
2703759,Jequiá da Praia,AL,Pública,2005,2.7,27
2703759,Jequiá da Praia,AL,Municipal,2005,2.7,27
2703700,Jaramataia,AL,Pública,2005,1.7,27
2703700,Jaramataia,AL,Municipal,2005,1.7,27
2703601,Japaratinga,AL,Pública,2005,2.1,27
2703601,Japaratinga,AL,Municipal,2005,2.0,27
2703601,Japaratinga,AL,Estadual,2005,,27
2703502,Jacuípe,AL,Pública,2005,1.8,27
2703502,Jacuípe,AL,Municipal,2005,1.8,27
2703403,Jacaré dos Homens,AL,Pública,2005,,27
2703403,Jacaré dos Homens,AL,Municipal,2005,,27
2703403,Jacaré dos Homens,AL,Estadual,2005,,27
2703304,Inhapi,AL,Pública,2005,2.5,27
2703304,Inhapi,AL,Municipal,2005,2.2,27
2703304,Inhapi,AL,Estadual,2005,2.8,27
2703205,Igreja Nova,AL,Pública,2005,2.5,27
2703205,Igreja Nova,AL,Municipal,2005,2.5,27
2703106,Igaci,AL,Pública,2005,2.0,27
2703106,Igaci,AL,Municipal,2005,2.0,27
2703106,Igaci,AL,Estadual,2005,,27
2703007,Ibateguara,AL,Pública,2005,2.0,27
2703007,Ibateguara,AL,Municipal,2005,1.8,27
2703007,Ibateguara,AL,Estadual,2005,2.8,27
2702900,Girau do Ponciano,AL,Pública,2005,2.3,27
2702900,Girau do Ponciano,AL,Municipal,2005,2.3,27
2702900,Girau do Ponciano,AL,Estadual,2005,2.5,27
2702801,Flexeiras,AL,Pública,2005,3.6,27
2702801,Flexeiras,AL,Municipal,2005,3.6,27
2702702,Feliz Deserto,AL,Pública,2005,2.4,27
2702702,Feliz Deserto,AL,Municipal,2005,2.4,27
2702603,Feira Grande,AL,Pública,2005,2.4,27
2702603,Feira Grande,AL,Municipal,2005,2.2,27
2702603,Feira Grande,AL,Estadual,2005,2.6,27
2702553,Estrela de Alagoas,AL,Pública,2005,2.3,27
2702553,Estrela de Alagoas,AL,Municipal,2005,2.2,27
2702553,Estrela de Alagoas,AL,Estadual,2005,2.9,27
2702504,Dois Riachos,AL,Pública,2005,2.2,27
2702504,Dois Riachos,AL,Municipal,2005,2.2,27
2702405,Delmiro Gouveia,AL,Pública,2005,3.1,27
2702405,Delmiro Gouveia,AL,Municipal,2005,3.1,27
2702405,Delmiro Gouveia,AL,Estadual,2005,3.1,27
2702355,Craíbas,AL,Pública,2005,2.4,27
2702355,Craíbas,AL,Municipal,2005,2.4,27
2702306,Coruripe,AL,Pública,2005,3.1,27
2702306,Coruripe,AL,Municipal,2005,3.1,27
2702207,Coqueiro Seco,AL,Pública,2005,2.6,27
2702207,Coqueiro Seco,AL,Municipal,2005,2.3,27
2702207,Coqueiro Seco,AL,Estadual,2005,3.7,27
2702108,Colônia Leopoldina,AL,Pública,2005,2.2,27
2702108,Colônia Leopoldina,AL,Municipal,2005,2.2,27
2702009,Coité do Nóia,AL,Pública,2005,2.7,27
2702009,Coité do Nóia,AL,Municipal,2005,2.7,27
2701902,Chã Preta,AL,Pública,2005,2.7,27
2701902,Chã Preta,AL,Municipal,2005,2.7,27
2701902,Chã Preta,AL,Estadual,2005,,27
2701803,Carneiros,AL,Pública,2005,1.7,27
2701803,Carneiros,AL,Municipal,2005,1.7,27
2701803,Carneiros,AL,Estadual,2005,,27
2701704,Capela,AL,Pública,2005,2.7,27
2701704,Capela,AL,Municipal,2005,2.8,27
2701704,Capela,AL,Estadual,2005,,27
2701605,Canapi,AL,Pública,2005,2.3,27
2701605,Canapi,AL,Municipal,2005,2.0,27
2701605,Canapi,AL,Estadual,2005,2.9,27
2701506,Campo Grande,AL,Pública,2005,1.8,27
2701506,Campo Grande,AL,Municipal,2005,1.8,27
2701407,Campo Alegre,AL,Pública,2005,2.4,27
2701407,Campo Alegre,AL,Municipal,2005,2.3,27
2701407,Campo Alegre,AL,Estadual,2005,2.5,27
2701357,Campestre,AL,Pública,2005,2.3,27
2701357,Campestre,AL,Municipal,2005,2.3,27
2701308,Cajueiro,AL,Pública,2005,2.3,27
2701308,Cajueiro,AL,Municipal,2005,2.3,27
2701209,Cacimbinhas,AL,Pública,2005,2.8,27
2701209,Cacimbinhas,AL,Municipal,2005,2.8,27
2701209,Cacimbinhas,AL,Estadual,2005,2.6,27
2701100,Branquinha,AL,Pública,2005,2.3,27
2701100,Branquinha,AL,Municipal,2005,2.2,27
2701100,Branquinha,AL,Estadual,2005,2.6,27
2701001,Boca da Mata,AL,Pública,2005,2.6,27
2701001,Boca da Mata,AL,Municipal,2005,2.6,27
2701001,Boca da Mata,AL,Estadual,2005,,27
2700904,Belo Monte,AL,Pública,2005,,27
2700904,Belo Monte,AL,Municipal,2005,,27
2700805,Belém,AL,Pública,2005,3.2,27
2700805,Belém,AL,Municipal,2005,,27
2700805,Belém,AL,Estadual,2005,3.5,27
2700706,Batalha,AL,Pública,2005,1.9,27
2700706,Batalha,AL,Municipal,2005,1.9,27
2700607,Barra de São Miguel,AL,Pública,2005,2.6,27
2700607,Barra de São Miguel,AL,Municipal,2005,2.6,27
2700607,Barra de São Miguel,AL,Estadual,2005,,27
2700508,Barra de Santo Antônio,AL,Pública,2005,2.6,27
2700508,Barra de Santo Antônio,AL,Municipal,2005,2.6,27
2700508,Barra de Santo Antônio,AL,Estadual,2005,2.4,27
2700409,Atalaia,AL,Pública,2005,2.5,27
2700409,Atalaia,AL,Municipal,2005,2.5,27
2700300,Arapiraca,AL,Pública,2005,3.0,27
2700300,Arapiraca,AL,Municipal,2005,3.0,27
2700300,Arapiraca,AL,Estadual,2005,3.3,27
2700201,Anadia,AL,Pública,2005,2.4,27
2700201,Anadia,AL,Municipal,2005,2.3,27
2700201,Anadia,AL,Estadual,2005,2.9,27
2700102,Água Branca,AL,Pública,2005,2.4,27
2700102,Água Branca,AL,Municipal,2005,2.3,27
2700102,Água Branca,AL,Estadual,2005,2.6,27
1301407,Eirunepé,AM,Pública,2005,2.4,13
1303536,Presidente Figueiredo,AM,Municipal,2005,2.6,13
1303536,Presidente Figueiredo,AM,Pública,2005,2.6,13
1303569,Rio Preto da Eva,AM,Estadual,2005,2.6,13
1303569,Rio Preto da Eva,AM,Municipal,2005,3.0,13
1303569,Rio Preto da Eva,AM,Pública,2005,2.9,13
1303601,Santa Isabel do Rio Negro,AM,Estadual,2005,3.0,13
1303601,Santa Isabel do Rio Negro,AM,Municipal,2005,2.9,13
1303601,Santa Isabel do Rio Negro,AM,Pública,2005,2.9,13
1303700,Santo Antônio do Içá,AM,Estadual,2005,2.5,13
1303700,Santo Antônio do Içá,AM,Municipal,2005,1.8,13
1303700,Santo Antônio do Içá,AM,Pública,2005,2.1,13
1303809,São Gabriel da Cachoeira,AM,Estadual,2005,3.5,13
1303809,São Gabriel da Cachoeira,AM,Municipal,2005,2.4,13
1303809,São Gabriel da Cachoeira,AM,Pública,2005,2.9,13
1303908,São Paulo de Olivença,AM,Estadual,2005,3.3,13
1303908,São Paulo de Olivença,AM,Municipal,2005,,13
1303908,São Paulo de Olivença,AM,Pública,2005,3.1,13
1303957,São Sebastião do Uatumã,AM,Estadual,2005,2.8,13
1303957,São Sebastião do Uatumã,AM,Municipal,2005,,13
1303957,São Sebastião do Uatumã,AM,Pública,2005,2.7,13
1304005,Silves,AM,Estadual,2005,,13
1304005,Silves,AM,Municipal,2005,2.7,13
1304005,Silves,AM,Pública,2005,2.7,13
1304062,Tabatinga,AM,Estadual,2005,3.4,13
1304062,Tabatinga,AM,Municipal,2005,2.4,13
1304062,Tabatinga,AM,Pública,2005,2.7,13
1304104,Tapauá,AM,Estadual,2005,2.9,13
1304104,Tapauá,AM,Municipal,2005,2.4,13
1304104,Tapauá,AM,Pública,2005,2.4,13
1304203,Tefé,AM,Estadual,2005,3.3,13
1304203,Tefé,AM,Municipal,2005,2.9,13
1304203,Tefé,AM,Pública,2005,3.1,13
1304237,Tonantins,AM,Estadual,2005,2.3,13
1304237,Tonantins,AM,Municipal,2005,1.4,13
1304237,Tonantins,AM,Pública,2005,1.6,13
1304260,Uarini,AM,Estadual,2005,2.6,13
1304260,Uarini,AM,Municipal,2005,3.3,13
1304260,Uarini,AM,Pública,2005,3.5,13
1304302,Urucará,AM,Estadual,2005,2.2,13
1304302,Urucará,AM,Municipal,2005,3.0,13
1304302,Urucará,AM,Pública,2005,2.5,13
1304401,Urucurituba,AM,Estadual,2005,2.6,13
1304401,Urucurituba,AM,Municipal,2005,2.4,13
1304401,Urucurituba,AM,Pública,2005,2.3,13
1301605,Fonte Boa,AM,Estadual,2005,2.6,13
1301506,Envira,AM,Pública,2005,1.5,13
1301506,Envira,AM,Municipal,2005,,13
1301506,Envira,AM,Estadual,2005,1.9,13
1300060,Amaturá,AM,Estadual,2005,3.2,13
1300060,Amaturá,AM,Municipal,2005,,13
1300060,Amaturá,AM,Pública,2005,2.6,13
1300839,Caapiranga,AM,Pública,2005,2.5,13
1300839,Caapiranga,AM,Municipal,2005,,13
1300839,Caapiranga,AM,Estadual,2005,2.9,13
1300805,Borba,AM,Pública,2005,2.7,13
1300805,Borba,AM,Municipal,2005,2.6,13
1300805,Borba,AM,Estadual,2005,2.8,13
1300706,Boca do Acre,AM,Pública,2005,2.9,13
1300706,Boca do Acre,AM,Municipal,2005,3.0,13
1300706,Boca do Acre,AM,Estadual,2005,2.8,13
1300680,Boa Vista do Ramos,AM,Pública,2005,2.7,13
1300680,Boa Vista do Ramos,AM,Municipal,2005,,13
1300680,Boa Vista do Ramos,AM,Estadual,2005,2.7,13
1300631,Beruri,AM,Pública,2005,2.0,13
1300631,Beruri,AM,Municipal,2005,1.9,13
1300631,Beruri,AM,Estadual,2005,2.6,13
1300607,Benjamin Constant,AM,Pública,2005,2.6,13
1300607,Benjamin Constant,AM,Municipal,2005,2.3,13
1300607,Benjamin Constant,AM,Estadual,2005,3.3,13
1300508,Barreirinha,AM,Pública,2005,3.0,13
1300508,Barreirinha,AM,Municipal,2005,2.8,13
1300508,Barreirinha,AM,Estadual,2005,3.1,13
1300409,Barcelos,AM,Pública,2005,3.1,13
1300409,Barcelos,AM,Municipal,2005,2.7,13
1300409,Barcelos,AM,Estadual,2005,3.5,13
1300300,Autazes,AM,Pública,2005,2.4,13
1300300,Autazes,AM,Municipal,2005,,13
1300300,Autazes,AM,Estadual,2005,2.9,13
1300201,Atalaia do Norte,AM,Pública,2005,2.3,13
1300201,Atalaia do Norte,AM,Municipal,2005,,13
1300201,Atalaia do Norte,AM,Estadual,2005,3.1,13
1300144,Apuí,AM,Pública,2005,,13
1300144,Apuí,AM,Municipal,2005,,13
1300144,Apuí,AM,Estadual,2005,,13
1300102,Anori,AM,Pública,2005,2.7,13
1300102,Anori,AM,Municipal,2005,2.5,13
1300102,Anori,AM,Estadual,2005,2.9,13
1300086,Anamã,AM,Pública,2005,2.7,13
1300086,Anamã,AM,Municipal,2005,2.7,13
1301407,Eirunepé,AM,Municipal,2005,2.2,13
1301407,Eirunepé,AM,Estadual,2005,3.0,13
1301308,Codajás,AM,Pública,2005,2.6,13
1301308,Codajás,AM,Municipal,2005,2.6,13
1301308,Codajás,AM,Estadual,2005,2.7,13
1301209,Coari,AM,Pública,2005,2.8,13
1301209,Coari,AM,Municipal,2005,2.4,13
1301209,Coari,AM,Estadual,2005,2.9,13
1301159,Careiro da Várzea,AM,Pública,2005,3.0,13
1301159,Careiro da Várzea,AM,Municipal,2005,,13
1301159,Careiro da Várzea,AM,Estadual,2005,3.4,13
1300086,Anamã,AM,Estadual,2005,2.9,13
1301100,Careiro,AM,Pública,2005,2.8,13
1301100,Careiro,AM,Municipal,2005,2.5,13
1301100,Careiro,AM,Estadual,2005,3.0,13
1301001,Carauari,AM,Pública,2005,2.7,13
1301001,Carauari,AM,Municipal,2005,3.0,13
1301001,Carauari,AM,Estadual,2005,2.4,13
1300904,Canutama,AM,Pública,2005,2.4,13
1300904,Canutama,AM,Municipal,2005,,13
1300904,Canutama,AM,Estadual,2005,3.4,13
1300029,Alvarães,AM,Estadual,2005,2.5,13
1300029,Alvarães,AM,Municipal,2005,,13
1300029,Alvarães,AM,Pública,2005,2.9,13
1301605,Fonte Boa,AM,Pública,2005,2.3,13
1301654,Guajará,AM,Municipal,2005,2.8,13
1301654,Guajará,AM,Pública,2005,2.8,13
1301704,Humaitá,AM,Estadual,2005,2.9,13
1301704,Humaitá,AM,Municipal,2005,2.4,13
1301704,Humaitá,AM,Pública,2005,2.7,13
1301803,Ipixuna,AM,Estadual,2005,2.5,13
1301803,Ipixuna,AM,Municipal,2005,2.2,13
1301803,Ipixuna,AM,Pública,2005,2.2,13
1301852,Iranduba,AM,Estadual,2005,2.9,13
1301852,Iranduba,AM,Municipal,2005,2.5,13
1301852,Iranduba,AM,Pública,2005,2.6,13
1301902,Itacoatiara,AM,Estadual,2005,3.1,13
1301902,Itacoatiara,AM,Municipal,2005,2.5,13
1301902,Itacoatiara,AM,Pública,2005,2.6,13
1301951,Itamarati,AM,Estadual,2005,2.3,13
1301951,Itamarati,AM,Municipal,2005,,13
1301951,Itamarati,AM,Pública,2005,1.6,13
1302009,Itapiranga,AM,Estadual,2005,3.1,13
1302009,Itapiranga,AM,Municipal,2005,2.2,13
1302009,Itapiranga,AM,Pública,2005,2.8,13
1302108,Japurá,AM,Estadual,2005,2.7,13
1301605,Fonte Boa,AM,Municipal,2005,2.1,13
1302108,Japurá,AM,Municipal,2005,,13
1302108,Japurá,AM,Pública,2005,1.9,13
1302207,Juruá,AM,Estadual,2005,2.2,13
1302207,Juruá,AM,Municipal,2005,1.5,13
1302207,Juruá,AM,Pública,2005,1.7,13
1302306,Jutaí,AM,Estadual,2005,2.4,13
1302306,Jutaí,AM,Municipal,2005,3.1,13
1302306,Jutaí,AM,Pública,2005,2.9,13
1302405,Lábrea,AM,Estadual,2005,3.0,13
1302405,Lábrea,AM,Municipal,2005,2.1,13
1302405,Lábrea,AM,Pública,2005,2.4,13
1302504,Manacapuru,AM,Estadual,2005,3.2,13
1302504,Manacapuru,AM,Municipal,2005,2.9,13
1302504,Manacapuru,AM,Pública,2005,3.1,13
1302553,Manaquiri,AM,Estadual,2005,2.5,13
1302553,Manaquiri,AM,Municipal,2005,2.6,13
1302553,Manaquiri,AM,Pública,2005,2.6,13
1302603,Manaus,AM,Estadual,2005,3.7,13
1302603,Manaus,AM,Municipal,2005,3.5,13
1302603,Manaus,AM,Pública,2005,3.6,13
1302702,Manicoré,AM,Estadual,2005,2.9,13
1302702,Manicoré,AM,Municipal,2005,,13
1302702,Manicoré,AM,Pública,2005,2.7,13
1302801,Maraã,AM,Estadual,2005,2.4,13
1302801,Maraã,AM,Municipal,2005,3.0,13
1302801,Maraã,AM,Pública,2005,2.8,13
1302900,Maués,AM,Estadual,2005,3.6,13
